_id,type,subtype,city,pubMillis,description,id,x,y
6810623f399fa7ce900108a1,,,,,,user-14,-70.6465,-33.452
6810623f399fa7ce900108a2,,,,,,user-15,-70.643,-33.4505
6810623f399fa7ce900108a3,,,,,,user-16,-70.6615,-33.4465
6810623f399fa7ce900108a4,,,,,,user-17,-70.64150000000001,-33.4415
6810623f399fa7ce900108a5,,,,,,user-18,-70.661,-33.4495
6810623f399fa7ce900108a6,,,,,,user-19,-70.647,-33.451
6810623f399fa7ce900108a7,,,,,,user-0,-70.65650000000001,-33.4605
6810623f399fa7ce900108a8,,,,,,user-1,-70.647,-33.4465
6810623f399fa7ce900108a9,,,,,,user-2,-70.64450000000001,-33.4505
6810623f399fa7ce900108aa,,,,,,user-3,-70.664,-33.447
6810623f399fa7ce900108ab,,,,,,user-4,-70.658,-33.4555
6810623f399fa7ce900108ac,,,,,,user-5,-70.65950000000001,-33.451
6810623f399fa7ce900108ad,,,,,,user-6,-70.656,-33.443
6810623f399fa7ce900108ae,,,,,,user-7,-70.65950000000001,-33.449
6810623f399fa7ce900108af,,,,,,user-8,-70.645,-33.4415
6810623f399fa7ce900108b0,,,,,,user-9,-70.647,-33.4455
6810623f399fa7ce900108b1,,,,,,user-10,-70.644,-33.452
6810623f399fa7ce900108b2,,,,,,user-11,-70.63850000000001,-33.4615
6810623f399fa7ce900108b3,,,,,,user-12,-70.6525,-33.4475
6810623f399fa7ce900108b4,,,,,,user-13,-70.664,-33.442
6810623f399fa7ce900108b5,,,,,,user-14,-70.66,-33.45
6810623f399fa7ce900108b6,,,,,,user-15,-70.65650000000001,-33.453
6810623f399fa7ce900108b7,,,,,,user-16,-70.65650000000001,-33.4605
6810623f399fa7ce900108b8,,,,,,user-17,-70.638,-33.443
6810623f399fa7ce900108b9,,,,,,user-18,-70.6375,-33.4485
6810623f399fa7ce900108ba,,,,,,user-19,-70.653,-33.45
6810623f399fa7ce900108bb,,,,,,user-0,-70.645,-33.462
6810623f399fa7ce900108bc,,,,,,user-1,-70.644,-33.446
6810623f399fa7ce900108bd,,,,,,user-2,-70.6645,-33.4515
6810623f399fa7ce900108be,,,,,,user-3,-70.65350000000001,-33.4405
6810623f399fa7ce900108bf,,,,,,user-4,-70.644,-33.4475
6810623f399fa7ce900108c0,,,,,,user-5,-70.653,-33.44
6810623f399fa7ce900108c1,,,,,,user-6,-70.6665,-33.4575
6810623f399fa7ce900108c2,,,,,,user-7,-70.645,-33.462
6810623f399fa7ce900108c3,,,,,,user-8,-70.655,-33.4605
6810623f399fa7ce900108c4,,,,,,user-9,-70.649,-33.46
6810623f399fa7ce900108c5,,,,,,user-10,-70.644,-33.4465
6810623f399fa7ce900108c6,,,,,,user-11,-70.65650000000001,-33.453
6810623f399fa7ce900108c7,,,,,,user-12,-70.64150000000001,-33.4415
6810623f399fa7ce900108c8,,,,,,user-13,-70.65950000000001,-33.4395
6810623f399fa7ce900108c9,,,,,,user-14,-70.6405,-33.454
6810623f399fa7ce900108ca,,,,,,user-15,-70.646,-33.4465
6810623f399fa7ce900108cb,,,,,,user-16,-70.655,-33.449
6810623f399fa7ce900108cc,,,,,,user-17,-70.647,-33.4465
6810623f399fa7ce900108cd,,,,,,user-18,-70.6605,-33.4465
6810623f399fa7ce900108ce,,,,,,user-19,-70.64,-33.4395
6810623f399fa7ce900108cf,,,,,,user-0,-70.647,-33.4465
6810623f399fa7ce900108d0,,,,,,user-1,-70.647,-33.4465
6810623f399fa7ce900108d1,,,,,,user-2,-70.667,-33.456
6810623f399fa7ce900108d2,,,,,,user-3,-70.64450000000001,-33.4435
6810623f399fa7ce900108d3,,,,,,user-4,-70.6495,-33.447
6810623f399fa7ce900108d4,,,,,,user-5,-70.655,-33.4545
6810623f399fa7ce900108d5,,,,,,user-6,-70.644,-33.4535
6810623f399fa7ce900108d6,,,,,,user-7,-70.6585,-33.4525
6810623f399fa7ce900108d7,,,,,,user-8,-70.66,-33.45
6810623f399fa7ce900108d8,,,,,,user-9,-70.662,-33.4465
6810623f399fa7ce900108d9,,,,,,user-10,-70.656,-33.4605
6810623f399fa7ce900108da,,,,,,user-11,-70.644,-33.4465
6810623f399fa7ce900108db,,,,,,user-12,-70.657,-33.447
6810623f399fa7ce900108dc,,,,,,user-13,-70.649,-33.4435
6810623f399fa7ce900108dd,,,,,,user-14,-70.64150000000001,-33.4415
6810623f399fa7ce900108de,,,,,,user-15,-70.657,-33.4605
6810623f399fa7ce900108df,,,,,,user-16,-70.652,-33.4585
6810623f399fa7ce900108e0,,,,,,user-17,-70.647,-33.4465
6810623f399fa7ce900108e1,,,,,,user-18,-70.665,-33.457
6810623f399fa7ce900108e2,,,,,,user-19,-70.64,-33.4395
6810623f399fa7ce900108e3,,,,,,user-0,-70.65650000000001,-33.4575
6810623f399fa7ce900108e4,,,,,,user-1,-70.658,-33.447
6810623f399fa7ce900108e5,,,,,,user-2,-70.65350000000001,-33.453
6810623f399fa7ce900108e6,,,,,,user-3,-70.6525,-33.4545
6810623f399fa7ce900108e7,,,,,,user-4,-70.644,-33.4475
6810623f399fa7ce900108e8,,,,,,user-5,-70.645,-33.4465
6810623f399fa7ce900108e9,,,,,,user-6,-70.656,-33.443
6810623f399fa7ce900108ea,,,,,,user-7,-70.6605,-33.446
6810623f399fa7ce900108eb,,,,,,user-8,-70.65950000000001,-33.449
6810623f399fa7ce900108ec,,,,,,user-9,-70.656,-33.4605
6810623f399fa7ce900108ed,,,,,,user-10,-70.637,-33.439
6810623f399fa7ce900108ee,,,,,,user-11,-70.649,-33.4515
6810623f399fa7ce900108ef,,,,,,user-12,-70.6485,-33.4525
6810623f399fa7ce900108f0,,,,,,user-13,-70.646,-33.4425
6810623f399fa7ce900108f1,,,,,,user-14,-70.6605,-33.446
6810623f399fa7ce900108f2,,,,,,user-15,-70.656,-33.439
6810623f399fa7ce900108f3,,,,,,user-16,-70.6605,-33.4465
6810623f399fa7ce900108f4,,,,,,user-17,-70.667,-33.4475
6810623f399fa7ce900108f5,,,,,,user-18,-70.665,-33.457
6810623f399fa7ce900108f6,,,,,,user-19,-70.65950000000001,-33.4395
6810623f399fa7ce900108f7,,,,,,user-0,-70.639,-33.459
6810623f399fa7ce900108f8,,,,,,user-1,-70.637,-33.444
6810623f399fa7ce900108f9,,,,,,user-2,-70.665,-33.457
6810623f399fa7ce900108fa,,,,,,user-3,-70.658,-33.447
6810623f399fa7ce900108fb,,,,,,user-4,-70.665,-33.4475
6810623f399fa7ce900108fc,,,,,,user-5,-70.638,-33.443
6810623f399fa7ce900108fd,,,,,,user-6,-70.658,-33.4415
6810623f399fa7ce900108fe,,,,,,user-7,-70.6485,-33.4595
6810623f399fa7ce900108ff,,,,,,user-8,-70.6645,-33.447
6810623f399fa7ce90010900,,,,,,user-9,-70.66250000000001,-33.447
6810623f399fa7ce90010901,,,,,,user-10,-70.65650000000001,-33.4605
6810623f399fa7ce90010902,,,,,,user-11,-70.65950000000001,-33.4395
6810623f399fa7ce90010903,,,,,,user-12,-70.6575,-33.45
6810623f399fa7ce90010904,,,,,,user-13,-70.655,-33.4445
6810623f399fa7ce90010905,,,,,,user-14,-70.664,-33.442
6810623f399fa7ce90010906,,,,,,user-15,-70.644,-33.4465
6810623f399fa7ce90010907,,,,,,user-16,-70.644,-33.4465
6810623f399fa7ce90010908,,,,,,user-17,-70.6555,-33.4455
6810623f399fa7ce90010909,,,,,,user-18,-70.6605,-33.4415
6810623f399fa7ce9001090a,,,,,,user-19,-70.647,-33.451
68106287399fa7ce9001090b,,,,,,user-0,-70.644,-33.462
68106287399fa7ce9001090c,,,,,,user-1,-70.664,-33.447
68106287399fa7ce9001090d,,,,,,user-2,-70.638,-33.443
68106287399fa7ce9001090e,,,,,,user-3,-70.65350000000001,-33.453
68106287399fa7ce9001090f,,,,,,user-4,-70.6605,-33.4415
68106287399fa7ce90010910,,,,,,user-5,-70.644,-33.4535
68106287399fa7ce90010911,,,,,,user-6,-70.63850000000001,-33.4575
68106287399fa7ce90010912,,,,,,user-7,-70.637,-33.4465
68106287399fa7ce90010913,,,,,,user-8,-70.644,-33.442
68106287399fa7ce90010914,,,,,,user-9,-70.665,-33.4435
68106287399fa7ce90010915,,,,,,user-10,-70.644,-33.452
68106287399fa7ce90010916,,,,,,user-11,-70.64450000000001,-33.4505
68106287399fa7ce90010917,,,,,,user-12,-70.665,-33.441
68106287399fa7ce90010918,,,,,,user-13,-70.665,-33.4395
68106287399fa7ce90010919,,,,,,user-14,-70.6465,-33.452
68106287399fa7ce9001091a,,,,,,user-15,-70.643,-33.4505
68106287399fa7ce9001091b,,,,,,user-16,-70.6615,-33.4465
68106287399fa7ce9001091c,,,,,,user-17,-70.64150000000001,-33.4415
68106287399fa7ce9001091d,,,,,,user-18,-70.661,-33.4495
68106287399fa7ce9001091e,,,,,,user-19,-70.647,-33.451
68106287399fa7ce9001091f,,,,,,user-0,-70.65650000000001,-33.4605
68106287399fa7ce90010920,,,,,,user-1,-70.647,-33.4465
68106287399fa7ce90010921,,,,,,user-2,-70.64450000000001,-33.4505
68106287399fa7ce90010922,,,,,,user-3,-70.664,-33.447
68106287399fa7ce90010923,,,,,,user-4,-70.658,-33.4555
68106287399fa7ce90010924,,,,,,user-5,-70.65950000000001,-33.451
68106287399fa7ce90010925,,,,,,user-6,-70.656,-33.443
68106287399fa7ce90010926,,,,,,user-7,-70.65950000000001,-33.449
68106287399fa7ce90010927,,,,,,user-8,-70.645,-33.4415
68106287399fa7ce90010928,,,,,,user-9,-70.647,-33.4455
68106287399fa7ce90010929,,,,,,user-10,-70.644,-33.452
68106287399fa7ce9001092a,,,,,,user-11,-70.63850000000001,-33.4615
68106287399fa7ce9001092b,,,,,,user-12,-70.6525,-33.4475
68106287399fa7ce9001092c,,,,,,user-13,-70.664,-33.442
68106287399fa7ce9001092d,,,,,,user-14,-70.66,-33.45
68106287399fa7ce9001092e,,,,,,user-15,-70.65650000000001,-33.453
68106287399fa7ce9001092f,,,,,,user-16,-70.65650000000001,-33.4605
68106287399fa7ce90010930,,,,,,user-17,-70.638,-33.443
68106287399fa7ce90010931,,,,,,user-18,-70.6375,-33.4485
68106287399fa7ce90010932,,,,,,user-19,-70.653,-33.45
68106287399fa7ce90010933,,,,,,user-0,-70.645,-33.462
68106287399fa7ce90010934,,,,,,user-1,-70.644,-33.446
68106287399fa7ce90010935,,,,,,user-2,-70.6645,-33.4515
68106287399fa7ce90010936,,,,,,user-3,-70.65350000000001,-33.4405
68106287399fa7ce90010937,,,,,,user-4,-70.644,-33.4475
68106287399fa7ce90010938,,,,,,user-5,-70.653,-33.44
68106287399fa7ce90010939,,,,,,user-6,-70.6665,-33.4575
68106287399fa7ce9001093a,,,,,,user-7,-70.645,-33.462
68106287399fa7ce9001093b,,,,,,user-8,-70.655,-33.4605
68106287399fa7ce9001093c,,,,,,user-9,-70.649,-33.46
68106287399fa7ce9001093d,,,,,,user-10,-70.644,-33.4465
68106287399fa7ce9001093e,,,,,,user-11,-70.65650000000001,-33.453
68106287399fa7ce9001093f,,,,,,user-12,-70.64150000000001,-33.4415
68106287399fa7ce90010940,,,,,,user-13,-70.65950000000001,-33.4395
68106287399fa7ce90010941,,,,,,user-14,-70.6405,-33.454
68106287399fa7ce90010942,,,,,,user-15,-70.646,-33.4465
68106287399fa7ce90010943,,,,,,user-16,-70.655,-33.449
68106287399fa7ce90010944,,,,,,user-17,-70.647,-33.4465
68106287399fa7ce90010945,,,,,,user-18,-70.6605,-33.4465
68106287399fa7ce90010946,,,,,,user-19,-70.64,-33.4395
68106287399fa7ce90010947,,,,,,user-0,-70.647,-33.4465
68106287399fa7ce90010948,,,,,,user-1,-70.647,-33.4465
68106287399fa7ce90010949,,,,,,user-2,-70.667,-33.456
68106287399fa7ce9001094a,,,,,,user-3,-70.64450000000001,-33.4435
68106287399fa7ce9001094b,,,,,,user-4,-70.6495,-33.447
68106287399fa7ce9001094c,,,,,,user-5,-70.655,-33.4545
68106287399fa7ce9001094d,,,,,,user-6,-70.644,-33.4535
68106287399fa7ce9001094e,,,,,,user-7,-70.6585,-33.4525
68106287399fa7ce9001094f,,,,,,user-8,-70.66,-33.45
68106287399fa7ce90010950,,,,,,user-9,-70.662,-33.4465
68106287399fa7ce90010951,,,,,,user-10,-70.656,-33.4605
68106287399fa7ce90010952,,,,,,user-11,-70.644,-33.4465
68106287399fa7ce90010953,,,,,,user-12,-70.657,-33.447
68106287399fa7ce90010954,,,,,,user-13,-70.649,-33.4435
68106287399fa7ce90010955,,,,,,user-14,-70.64150000000001,-33.4415
68106287399fa7ce90010956,,,,,,user-15,-70.657,-33.4605
68106287399fa7ce90010957,,,,,,user-16,-70.652,-33.4585
68106287399fa7ce90010958,,,,,,user-17,-70.647,-33.4465
68106287399fa7ce90010959,,,,,,user-18,-70.665,-33.457
68106287399fa7ce9001095a,,,,,,user-19,-70.64,-33.4395
68106287399fa7ce9001095b,,,,,,user-0,-70.65650000000001,-33.4575
68106287399fa7ce9001095c,,,,,,user-1,-70.658,-33.447
68106287399fa7ce9001095d,,,,,,user-2,-70.65350000000001,-33.453
68106287399fa7ce9001095e,,,,,,user-3,-70.6525,-33.4545
68106287399fa7ce9001095f,,,,,,user-4,-70.644,-33.4475
68106287399fa7ce90010960,,,,,,user-5,-70.645,-33.4465
68106287399fa7ce90010961,,,,,,user-6,-70.656,-33.443
68106287399fa7ce90010962,,,,,,user-7,-70.6605,-33.446
68106287399fa7ce90010963,,,,,,user-8,-70.65950000000001,-33.449
68106287399fa7ce90010964,,,,,,user-9,-70.656,-33.4605
68106287399fa7ce90010965,,,,,,user-10,-70.637,-33.439
68106287399fa7ce90010966,,,,,,user-11,-70.649,-33.4515
68106287399fa7ce90010967,,,,,,user-12,-70.6485,-33.4525
68106287399fa7ce90010968,,,,,,user-13,-70.646,-33.4425
68106287399fa7ce90010969,,,,,,user-14,-70.6605,-33.446
68106287399fa7ce9001096a,,,,,,user-15,-70.656,-33.439
68106287399fa7ce9001096b,,,,,,user-16,-70.6605,-33.4465
68106287399fa7ce9001096c,,,,,,user-17,-70.667,-33.4475
68106287399fa7ce9001096d,,,,,,user-18,-70.665,-33.457
68106287399fa7ce9001096e,,,,,,user-19,-70.65950000000001,-33.4395
68106287399fa7ce9001096f,,,,,,user-0,-70.639,-33.459
68106287399fa7ce90010970,,,,,,user-1,-70.637,-33.444
68106287399fa7ce90010971,,,,,,user-2,-70.665,-33.457
68106287399fa7ce90010972,,,,,,user-3,-70.658,-33.447
68106287399fa7ce90010973,,,,,,user-4,-70.665,-33.4475
68106287399fa7ce90010974,,,,,,user-5,-70.638,-33.443
68106287399fa7ce90010975,,,,,,user-6,-70.658,-33.4415
68106287399fa7ce90010976,,,,,,user-7,-70.6485,-33.4595
68106287399fa7ce90010977,,,,,,user-8,-70.6645,-33.447
68106287399fa7ce90010978,,,,,,user-9,-70.66250000000001,-33.447
68106287399fa7ce90010979,,,,,,user-10,-70.65650000000001,-33.4605
68106287399fa7ce9001097a,,,,,,user-11,-70.65950000000001,-33.4395
68106287399fa7ce9001097b,,,,,,user-12,-70.6575,-33.45
68106287399fa7ce9001097c,,,,,,user-13,-70.655,-33.4445
68106287399fa7ce9001097d,,,,,,user-14,-70.664,-33.442
68106287399fa7ce9001097e,,,,,,user-15,-70.644,-33.4465
68106287399fa7ce9001097f,,,,,,user-16,-70.644,-33.4465
68106287399fa7ce90010980,,,,,,user-17,-70.6555,-33.4455
68106287399fa7ce90010981,,,,,,user-18,-70.6605,-33.4415
68106287399fa7ce90010982,,,,,,user-19,-70.647,-33.451
68106287399fa7ce90010983,,,,,,user-0,-70.6455,-33.459
68106287399fa7ce90010984,,,,,,user-1,-70.655,-33.441
68106287399fa7ce90010985,,,,,,user-2,-70.638,-33.443
68106287399fa7ce90010986,,,,,,user-3,-70.65950000000001,-33.4415
68106287399fa7ce90010987,,,,,,user-4,-70.6585,-33.4525
68106287399fa7ce90010988,,,,,,user-5,-70.644,-33.4475
68106287399fa7ce90010989,,,,,,user-6,-70.64450000000001,-33.44
68106287399fa7ce9001098a,,,,,,user-7,-70.642,-33.458
68106287399fa7ce9001098b,,,,,,user-8,-70.645,-33.4415
68106287399fa7ce9001098c,,,,,,user-9,-70.64450000000001,-33.4425
68106287399fa7ce9001098d,,,,,,user-10,-70.647,-33.444
68106287399fa7ce9001098e,,,,,,user-11,-70.653,-33.44
68106287399fa7ce9001098f,,,,,,user-12,-70.6495,-33.456
68106287399fa7ce90010990,,,,,,user-13,-70.64450000000001,-33.4505
68106287399fa7ce90010991,,,,,,user-14,-70.665,-33.457
68106287399fa7ce90010992,,,,,,user-15,-70.658,-33.4545
68106287399fa7ce90010993,,,,,,user-16,-70.643,-33.458
68106287399fa7ce90010994,,,,,,user-17,-70.654,-33.445
68106287399fa7ce90010995,,,,,,user-18,-70.6485,-33.4525
68106287399fa7ce90010996,,,,,,user-19,-70.6605,-33.446
68106287399fa7ce90010997,,,,,,user-0,-70.664,-33.447
68106287399fa7ce90010998,,,,,,user-1,-70.646,-33.443
68106287399fa7ce90010999,,,,,,user-2,-70.655,-33.4605
68106287399fa7ce9001099a,,,,,,user-3,-70.637,-33.444
68106287399fa7ce9001099b,,,,,,user-4,-70.644,-33.446
68106287399fa7ce9001099c,,,,,,user-5,-70.6485,-33.4595
68106287399fa7ce9001099d,,,,,,user-6,-70.6585,-33.4485
68106287399fa7ce9001099e,,,,,,user-7,-70.645,-33.4415
68106287399fa7ce9001099f,,,,,,user-8,-70.664,-33.454
68106287399fa7ce900109a0,,,,,,user-9,-70.638,-33.452
68106287399fa7ce900109a1,,,,,,user-10,-70.639,-33.445
68106287399fa7ce900109a2,,,,,,user-11,-70.639,-33.4495
68106287399fa7ce900109a3,,,,,,user-12,-70.6515,-33.4545
68106287399fa7ce900109a4,,,,,,user-13,-70.645,-33.459
68106287399fa7ce900109a5,,,,,,user-14,-70.6495,-33.4515
68106287399fa7ce900109a6,,,,,,user-15,-70.659,-33.452
68106287399fa7ce900109a7,,,,,,user-16,-70.63850000000001,-33.443
68106287399fa7ce900109a8,,,,,,user-17,-70.6495,-33.447
68106287399fa7ce900109a9,,,,,,user-18,-70.6485,-33.4525
68106287399fa7ce900109aa,,,,,,user-19,-70.6605,-33.446
681062cf399fa7ce900109ab,,,,,,user-0,-70.644,-33.462
681062cf399fa7ce900109ac,,,,,,user-1,-70.664,-33.447
